BIC,Container Size,In/Out Gate,Full / Empty,Container Status,Destination,Trucker ID,Pick-up Time
-1774592894,40,GateOut,Full,IMPORT,91009,,
1889007209,40,GateOut,Full,IMPORT,91041,,
1492932884,20,GateOut,Full,IMPORT,92322,,
-532760376,40,GateOut,Full,IMPORT,90624,,
1370075557,40,GateOut,Full,IMPORT,90095,,
1931050253,40,GateOut,Full,IMPORT,92825,,
1632482171,20,GateOut,Full,IMPORT,92357,,
630248005,45,GateOut,Full,IMPORT,90089,,
1956922955,40,GateOut,Full,IMPORT,92596,,
1342507205,40,GateOut,Full,IMPORT,91224,,
2060490089,20,GateOut,Full,IMPORT,91737,,
684746738,40,GateOut,Full,IMPORT,90623,,
1286502265,20,GateOut,Full,IMPORT,90662,,
-800904338,20,GateOut,Full,IMPORT,91403,,
-1492364565,40,GateOut,Full,IMPORT,91505,,
963337441,40,GateOut,Full,IMPORT,92865,,
1374120207,40,GateOut,Full,IMPORT,92551,,
1653439788,45,GateOut,Full,IMPORT,92350,,
1722087288,40,GateOut,Full,IMPORT,90003,,
2092012760,40,GateOut,Full,IMPORT,90398,,
-2127303204,40,GateOut,Full,IMPORT,91803,,
-511265720,40,GateOut,Full,IMPORT,90847,,
1515141530,20,GateOut,Full,IMPORT,90245,,
1269935331,40,GateOut,Full,IMPORT,93035,,
1039806875,20,GateOut,Full,IMPORT,90734,,
-687453904,40,GateOut,Full,IMPORT,92395,,
1340381916,20,GateOut,Full,IMPORT,90059,,
333621906,40,GateOut,Full,IMPORT,92883,,
-1246083455,40,GateOut,Full,IMPORT,91405,,
541946817,40,GateOut,Full,IMPORT,92812,,
2119827644,20,GateOut,Full,IMPORT,90071,,
791564947,40,GateOut,Full,IMPORT,93584,,
709283317,45,GateOut,Full,IMPORT,92877,,
520695862,40,GateOut,Full,IMPORT,92401,,
-731923761,40,GateOut,Full,IMPORT,90020,,
-440776083,40,GateOut,Full,IMPORT,92247,,
-924857423,40,GateOut,Full,IMPORT,93099,,
658527881,20,GateOut,Full,IMPORT,90638,,
29007262,40,GateOut,Full,IMPORT,92424,,
-1872597295,40,GateOut,Full,IMPORT,92210,,
62113083,45,GateOut,Full,IMPORT,92684,,
844278674,40,GateOut,Full,IMPORT,91609,,
1845905426,40,GateOut,Full,IMPORT,90101,,
-1189097780,40,GateOut,Full,IMPORT,91382,,
-73872309,40,GateOut,Full,IMPORT,92801,,
1067498527,20,GateOut,Full,IMPORT,91324,,
2038467690,40,GateOut,Full,IMPORT,92415,,
17757378,45,GateOut,Full,IMPORT,90405,,
1957208107,40,GateOut,Full,IMPORT,91744,,
738094601,40,GateOut,Full,IMPORT,92277,,
489068115,20,GateOut,Full,IMPORT,92637,,
-195381796,40,GateOut,Full,IMPORT,92582,,
1491593571,20,GateOut,Full,IMPORT,92412,,
974462899,40,GateOut,Full,IMPORT,90015,,
-669204181,40,GateOut,Full,IMPORT,91324,,
-862965890,40,GateOut,Full,IMPORT,92413,,
-2139466956,40,GateOut,Full,IMPORT,90189,,
449367407,45,GateOut,Full,IMPORT,91335,,
452214805,40,GateOut,Full,IMPORT,90405,,
1087944413,40,GateOut,Full,IMPORT,90832,,
747241220,40,GateOut,Full,IMPORT,92211,,
-1044565848,40,GateOut,Full,IMPORT,92424,,
254687916,40,GateOut,Full,IMPORT,91801,,
1220694328,40,GateOut,Full,IMPORT,91021,,
-1346880616,45,GateOut,Full,IMPORT,92326,,
1817090221,20,GateOut,Full,IMPORT,90704,,
1402702521,40,GateOut,Full,IMPORT,92323,,
537550676,45,GateOut,Full,IMPORT,92282,,
-2042451170,20,GateOut,Full,IMPORT,91776,,
334787385,40,GateOut,Full,IMPORT,92309,,
-1577806414,45,GateOut,Full,IMPORT,92842,,
-1384129439,40,GateOut,Full,IMPORT,90710,,
-1508481839,40,GateOut,Full,IMPORT,90660,,
-498814944,40,GateOut,Full,IMPORT,91324,,
-37925433,40,GateOut,Full,IMPORT,91801,,
1522259985,40,GateOut,Full,IMPORT,92337,,
733470705,40,GateOut,Full,IMPORT,90069,,
1007409224,40,GateOut,Full,IMPORT,91739,,
-1096045104,40,GateOut,Full,IMPORT,90806,,
-1268991919,40,GateOut,Full,IMPORT,90014,,
1953296947,45,GateOut,Full,IMPORT,91125,,
806992798,40,GateOut,Full,IMPORT,90623,,
1025011775,20,GateOut,Full,IMPORT,92392,,
-1874197104,40,GateOut,Full,IMPORT,90290,,
1808287110,40,GateOut,Full,IMPORT,92532,,
-992609346,40,GateOut,Full,IMPORT,93007,,
-551907869,40,GateOut,Full,IMPORT,90746,,
-1914156523,20,GateOut,Full,IMPORT,92570,,
952596833,40,GateOut,Full,IMPORT,92838,,
1597866458,40,GateOut,Full,IMPORT,91325,,
1473506527,40,GateOut,Full,IMPORT,90803,,
-267587040,40,GateOut,Full,IMPORT,90832,,
-1526645973,40,GateOut,Full,IMPORT,92607,,
746766045,45,GateOut,Full,IMPORT,91201,,
1919339444,40,GateOut,Full,IMPORT,92310,,
-1372374383,40,GateOut,Full,IMPORT,91496,,
527113240,40,GateOut,Full,IMPORT,91510,,
722680461,20,GateOut,Full,IMPORT,92623,,
723968307,40,GateOut,Full,IMPORT,93011,,
-758500435,40,GateOut,Full,IMPORT,93003,,
2117325660,40,GateOut,Full,IMPORT,90054,,
530915465,20,GateOut,Full,IMPORT,90710,,
613844365,40,GateOut,Full,IMPORT,91001,,
1954021480,20,GateOut,Full,IMPORT,90248,,
162836141,40,GateOut,Full,IMPORT,90019,,
1094334963,40,GateOut,Full,IMPORT,90031,,
1574003236,40,GateOut,Full,IMPORT,92675,,
1968871220,40,GateOut,Full,IMPORT,91226,,
-1634263180,20,GateOut,Full,IMPORT,91350,,
685519221,40,GateOut,Full,IMPORT,92258,,
-527667597,40,GateOut,Full,IMPORT,90306,,
-1673118652,40,GateOut,Full,IMPORT,90266,,
1126737896,40,GateOut,Full,IMPORT,91423,,
-1046382922,40,GateOut,Full,IMPORT,91214,,
-328202180,40,GateOut,Full,IMPORT,91124,,
1935670655,20,GateOut,Full,IMPORT,92603,,
-1902426862,40,GateOut,Full,IMPORT,90248,,
636766230,40,GateOut,Full,IMPORT,92220,,
675062768,40,GateOut,Full,IMPORT,92728,,
192976329,45,GateOut,Full,IMPORT,93040,,
673628459,40,GateOut,Full,IMPORT,93016,,
2059245891,45,GateOut,Full,IMPORT,90623,,
-591682271,45,GateOut,Full,IMPORT,92407,,
1451967229,40,GateOut,Full,IMPORT,92663,,
-352451996,40,GateOut,Full,IMPORT,90083,,
-598060907,40,GateOut,Full,IMPORT,92307,,
-1648586365,40,GateOut,Full,IMPORT,90023,,
907166537,40,GateOut,Full,IMPORT,91303,,
2139438463,40,GateOut,Full,IMPORT,92871,,
-2071186980,40,GateOut,Full,IMPORT,90255,,
1842646643,40,GateOut,Full,IMPORT,92782,,
-1057606582,40,GateOut,Full,IMPORT,92411,,
-1123794134,20,GateOut,Full,IMPORT,90065,,
788099725,40,GateOut,Full,IMPORT,90670,,
1863070608,45,GateOut,Full,IMPORT,93035,,
1886303858,40,GateOut,Full,IMPORT,92399,,
-372184368,45,GateOut,Full,IMPORT,91354,,
-1692412260,40,GateOut,Full,IMPORT,90652,,
1200625802,40,GateOut,Full,IMPORT,90067,,
-664067731,40,GateOut,Full,IMPORT,92307,,
1836680064,40,GateOut,Full,IMPORT,91617,,
-1687025337,20,GateOut,Full,IMPORT,90680,,
-1407032891,40,GateOut,Full,IMPORT,90734,,
-1809731851,40,GateOut,Full,IMPORT,92583,,
1368308346,40,GateOut,Full,IMPORT,92315,,
-557497723,40,GateOut,Full,IMPORT,91745,,
-260095375,40,GateOut,Full,IMPORT,92284,,
-1055663418,40,GateOut,Full,IMPORT,92563,,
1456223684,45,GateOut,Full,IMPORT,92376,,
-923274822,40,GateOut,Full,IMPORT,92878,,
-1929666234,40,GateOut,Full,IMPORT,93011,,
758638434,20,GateOut,Full,IMPORT,90888,,
393056485,20,GateOut,Full,IMPORT,91104,,
996561013,20,GateOut,Full,IMPORT,93094,,
-1209848184,40,GateOut,Full,IMPORT,92595,,
-1234009264,40,GateOut,Full,IMPORT,92277,,
284403450,40,GateOut,Full,IMPORT,92838,,
-421369617,40,GateOut,Full,IMPORT,92304,,
-459940577,40,GateOut,Full,IMPORT,91614,,
85710248,40,GateOut,Full,IMPORT,93535,,
1871314122,40,GateOut,Full,IMPORT,92309,,
-1168748331,40,GateOut,Full,IMPORT,91001,,
1347604161,45,GateOut,Full,IMPORT,92590,,
1854672577,20,GateOut,Full,IMPORT,91618,,
-1011663904,40,GateOut,Full,IMPORT,91321,,
-520464657,40,GateOut,Full,IMPORT,91225,,
1570121674,40,GateOut,Full,IMPORT,92549,,
1919245944,40,GateOut,Full,IMPORT,92616,,
2066141609,40,GateOut,Full,IMPORT,92650,,
1908360415,40,GateOut,Full,IMPORT,92247,,
-2010504073,40,GateOut,Full,IMPORT,91308,,
-298752055,20,GateOut,Full,IMPORT,92816,,
-9510927,40,GateOut,Full,IMPORT,90041,,
1384900986,20,GateOut,Full,IMPORT,90294,,
-1199465355,40,GateOut,Full,IMPORT,91756,,
-1119123304,40,GateOut,Full,IMPORT,91505,,
-34401820,40,GateOut,Full,IMPORT,90089,,
1923772604,40,GateOut,Full,IMPORT,91765,,
-1626008907,40,GateOut,Full,IMPORT,92812,,
1859798968,40,GateOut,Full,IMPORT,90029,,
-1833331321,40,GateOut,Full,IMPORT,92544,,
1133059066,40,GateOut,Full,IMPORT,90081,,
-698449887,40,GateOut,Full,IMPORT,90042,,
-413488704,40,GateOut,Full,IMPORT,92607,,
2084044940,20,GateOut,Full,IMPORT,90015,,
-1774525143,40,GateOut,Full,IMPORT,92539,,
-1702134334,40,GateOut,Full,IMPORT,90306,,
272627080,40,GateOut,Full,IMPORT,91105,,
36829259,40,GateOut,Full,IMPORT,91302,,
373063473,40,GateOut,Full,IMPORT,92505,,
-2016328808,20,GateOut,Full,IMPORT,91410,,
469817276,20,GateOut,Full,IMPORT,91017,,
439663807,40,GateOut,Full,IMPORT,92502,,
-2128313675,40,GateOut,Full,IMPORT,90717,,
-1925626306,40,GateOut,Full,IMPORT,90624,,
614237934,20,GateOut,Full,IMPORT,92837,,
-1327601091,40,GateOut,Full,IMPORT,92877,,
-2062024431,40,GateOut,Full,IMPORT,90609,,
870289974,40,GateOut,Full,IMPORT,92310,,
1355950639,40,GateOut,Full,IMPORT,90740,,
-976539570,40,GateOut,Full,IMPORT,91363,,
280855784,20,GateOut,Full,IMPORT,91226,,
1719401125,40,GateOut,Full,IMPORT,92706,,
328201632,40,GateOut,Full,IMPORT,92226,,
-920829288,20,GateOut,Full,IMPORT,90280,,
-2143227997,40,GateOut,Full,IMPORT,90623,,
878709047,45,GateOut,Full,IMPORT,92856,,
-1494019578,40,GateOut,Full,IMPORT,92653,,
857607890,20,GateOut,Full,IMPORT,91199,,
-114264149,40,GateOut,Full,IMPORT,91775,,
-631683026,45,GateOut,Full,IMPORT,91319,,
-1527123229,40,GateOut,Full,IMPORT,90064,,
-1801788985,20,GateOut,Full,IMPORT,91322,,
947370813,20,GateOut,Full,IMPORT,92393,,
-635388774,20,GateOut,Full,IMPORT,92371,,
614344859,20,GateOut,Full,IMPORT,93584,,
1759613676,40,GateOut,Full,IMPORT,91523,,
1895011423,40,GateOut,Full,IMPORT,93065,,
-1741384390,40,GateOut,Full,IMPORT,92877,,
2144884086,40,GateOut,Full,IMPORT,91388,,
364646560,20,GateOut,Full,IMPORT,91708,,
-2015645905,40,GateOut,Full,IMPORT,92807,,
486260029,40,GateOut,Full,IMPORT,92887,,
-776981645,20,GateOut,Full,IMPORT,92554,,
-367390857,20,GateOut,Full,IMPORT,90607,,
282370109,40,GateOut,Full,IMPORT,93094,,
-1663471609,40,GateOut,Full,IMPORT,92399,,
-118273669,40,GateOut,Full,IMPORT,93539,,
-1935021561,20,GateOut,Full,IMPORT,91745,,
1207460075,40,GateOut,Full,IMPORT,92248,,
-1810284664,40,GateOut,Full,IMPORT,92683,,
1173346879,20,GateOut,Full,IMPORT,92202,,
-1482882328,40,GateOut,Full,IMPORT,90723,,
1540320109,40,GateOut,Full,IMPORT,91324,,
2061602652,40,GateOut,Full,IMPORT,92864,,
-1961806154,45,GateOut,Full,IMPORT,91510,,
8658082,40,GateOut,Full,IMPORT,92781,,
865337779,40,GateOut,Full,IMPORT,92834,,
-1145992362,20,GateOut,Full,IMPORT,92312,,
679620029,20,GateOut,Full,IMPORT,92662,,
-333068989,40,GateOut,Full,IMPORT,90212,,
-1393136207,40,GateOut,Full,IMPORT,91724,,
-1403576462,40,GateOut,Full,IMPORT,90265,,
-1205362648,40,GateOut,Full,IMPORT,90291,,
992914332,45,GateOut,Full,IMPORT,92276,,
-1236523725,40,GateOut,Full,IMPORT,91616,,
-1177018478,40,GateOut,Full,IMPORT,90832,,
732621928,20,GateOut,Full,IMPORT,92654,,
753609278,40,GateOut,Full,IMPORT,91376,,
329386351,40,GateOut,Full,IMPORT,91604,,
1728712702,40,GateOut,Full,IMPORT,92850,,
-1458299080,45,GateOut,Full,IMPORT,92549,,
-1429485882,20,GateOut,Full,IMPORT,93005,,
1565888765,40,GateOut,Full,IMPORT,92372,,
-1821279827,20,GateOut,Full,IMPORT,91789,,
-1631628552,40,GateOut,Full,IMPORT,91006,,
1115886133,40,GateOut,Full,IMPORT,90731,,
739096324,40,GateOut,Full,IMPORT,91302,,
251820938,40,GateOut,Full,IMPORT,90251,,
1597409997,40,GateOut,Full,IMPORT,91121,,
502665198,40,GateOut,Full,IMPORT,92239,,
-1337686435,45,GateOut,Full,IMPORT,90305,,
196227868,40,GateOut,Full,IMPORT,93562,,
499159103,45,GateOut,Full,IMPORT,92411,,
1061706608,40,GateOut,Full,IMPORT,90013,,
1389970272,40,GateOut,Full,IMPORT,93010,,
-1716356094,40,GateOut,Full,IMPORT,91304,,
-1644369991,40,GateOut,Full,IMPORT,90302,,
138177980,20,GateOut,Full,IMPORT,92822,,
121777470,40,GateOut,Full,IMPORT,90311,,
769670131,40,GateOut,Full,IMPORT,92672,,
275337407,40,GateOut,Full,IMPORT,90309,,
1967597069,40,GateOut,Full,IMPORT,91012,,
312246600,40,GateOut,Full,IMPORT,91710,,
-976229659,40,GateOut,Full,IMPORT,92710,,
1812918693,40,GateOut,Full,IMPORT,91131,,
1848693093,40,GateOut,Full,IMPORT,90846,,
-479219822,40,GateOut,Full,IMPORT,90622,,
1697219883,40,GateOut,Full,IMPORT,93030,,
-727731017,40,GateOut,Full,IMPORT,92248,,
-889270466,40,GateOut,Full,IMPORT,91470,,
1317377700,20,GateOut,Full,IMPORT,91046,,
-723418066,40,GateOut,Full,IMPORT,93042,,
-1899378273,40,GateOut,Full,IMPORT,90680,,
-136811071,40,GateOut,Full,IMPORT,90609,,
1569358787,20,GateOut,Full,IMPORT,91416,,
-1917077100,20,GateOut,Full,IMPORT,92698,,
1018865,40,GateOut,Full,IMPORT,91208,,
-31853220,40,GateOut,Full,IMPORT,92253,,
728782445,40,GateOut,Full,IMPORT,90030,,
953171587,20,GateOut,Full,IMPORT,93061,,
-566480398,40,GateOut,Full,IMPORT,92624,,
-1753866671,40,GateOut,Full,IMPORT,90002,,
1940652597,40,GateOut,Full,IMPORT,90049,,
-1905896186,40,GateOut,Full,IMPORT,90023,,
214444768,40,GateOut,Full,IMPORT,91386,,
2146577833,40,GateOut,Full,IMPORT,91377,,
-1875490332,40,GateOut,Full,IMPORT,92413,,
1634481793,40,GateOut,Full,IMPORT,92240,,
1960519600,40,GateOut,Full,IMPORT,92551,,
-1437760050,40,GateOut,Full,IMPORT,91341,,
1225588378,40,GateOut,Full,IMPORT,92706,,
554671292,40,GateOut,Full,IMPORT,91749,,
-1563290589,45,GateOut,Full,IMPORT,92626,,
-1405127755,40,GateOut,Full,IMPORT,93030,,
-1500324899,40,GateOut,Full,IMPORT,90410,,
1055268583,40,GateOut,Full,IMPORT,90507,,
-1854318235,40,GateOut,Full,IMPORT,90731,,
-359926882,40,GateOut,Full,IMPORT,91040,,
1726835039,40,GateOut,Full,IMPORT,92413,,
1092783956,40,GateOut,Full,IMPORT,92501,,
-202816499,40,GateOut,Full,IMPORT,92253,,
-1330970449,40,GateOut,Full,IMPORT,92509,,
-1925675594,20,GateOut,Full,IMPORT,92551,,
263716258,20,GateOut,Full,IMPORT,93003,,
-1948668919,20,GateOut,Full,IMPORT,91611,,
-1065125400,40,GateOut,Full,IMPORT,92697,,
446762594,40,GateOut,Full,IMPORT,92282,,
509491883,20,GateOut,Full,IMPORT,90082,,
2131423951,40,GateOut,Full,IMPORT,92625,,
1311989519,40,GateOut,Full,IMPORT,92883,,
-920023869,40,GateOut,Full,IMPORT,92315,,
-910557675,40,GateOut,Full,IMPORT,92313,,
862915025,40,GateOut,Full,IMPORT,92236,,
1335479754,20,GateOut,Full,IMPORT,92688,,
765283844,40,GateOut,Full,IMPORT,92616,,
1474511196,20,GateOut,Full,IMPORT,90842,,
-1335155660,40,GateOut,Full,IMPORT,90037,,
-1547574214,40,GateOut,Full,IMPORT,90189,,
-892390490,40,GateOut,Full,IMPORT,92708,,
-1079874874,20,GateOut,Full,IMPORT,92833,,
-408332191,40,GateOut,Full,IMPORT,91311,,
-480174550,40,GateOut,Full,IMPORT,92807,,
1893093083,40,GateOut,Full,IMPORT,92650,,
1466547832,40,GateOut,Full,IMPORT,92691,,
1637872893,40,GateOut,Full,IMPORT,92562,,
-659948218,40,GateOut,Full,IMPORT,92399,,
1130353812,40,GateOut,Full,IMPORT,92344,,
-418672029,40,GateOut,Full,IMPORT,92517,,
2007847965,40,GateOut,Full,IMPORT,92590,,
1794843777,40,GateOut,Full,IMPORT,92345,,
-1360621833,20,GateOut,Full,IMPORT,92822,,
503325624,40,GateOut,Full,IMPORT,92735,,
1249140634,45,GateOut,Full,IMPORT,92336,,
-1712282370,40,GateOut,Full,IMPORT,92377,,
-1978723017,40,GateOut,Full,IMPORT,91803,,
392639717,40,GateOut,Full,IMPORT,90057,,
-1468055311,20,GateOut,Full,IMPORT,92211,,
188180957,40,GateOut,Full,IMPORT,92780,,
1265808275,20,GateOut,Full,IMPORT,90066,,
826390072,40,GateOut,Full,IMPORT,92345,,
-152694013,40,GateOut,Full,IMPORT,90089,,
-812167666,40,GateOut,Full,IMPORT,92255,,
-714763734,20,GateOut,Full,IMPORT,91305,,
799703093,45,GateOut,Full,IMPORT,92318,,
1704456694,40,GateOut,Full,IMPORT,92545,,
-376472501,40,GateOut,Full,IMPORT,90740,,
1283239418,40,GateOut,Full,IMPORT,90503,,
1166028311,40,GateOut,Full,IMPORT,92508,,
-980284547,40,GateOut,Full,IMPORT,93535,,
-1740517259,40,GateOut,Full,IMPORT,92256,,
450796472,20,GateOut,Full,IMPORT,92304,,
-1385862388,40,GateOut,Full,IMPORT,92617,,
1139532914,20,GateOut,Full,IMPORT,92226,,
912502792,40,GateOut,Full,IMPORT,90011,,
-197114230,40,GateOut,Full,IMPORT,92618,,
-23796578,20,GateOut,Full,IMPORT,91746,,
-887006540,40,GateOut,Full,IMPORT,92501,,
305740850,40,GateOut,Full,IMPORT,90804,,
-1293440221,20,GateOut,Full,IMPORT,92838,,
-44584507,40,GateOut,Full,IMPORT,92604,,
989185466,20,GateOut,Full,IMPORT,90040,,
-721215527,40,GateOut,Full,IMPORT,91410,,
1116014462,40,GateOut,Full,IMPORT,91606,,
727037397,40,GateOut,Full,IMPORT,91754,,
-1648515300,20,GateOut,Full,IMPORT,92503,,
1158486713,40,GateOut,Full,IMPORT,90810,,
-985060284,40,GateOut,Full,IMPORT,92652,,
-1910475254,40,GateOut,Full,IMPORT,90805,,
1940729774,40,GateOut,Full,IMPORT,92614,,
-2096297538,20,GateOut,Full,IMPORT,92519,,
291772757,40,GateOut,Full,IMPORT,91780,,
-1722547915,40,GateOut,Full,IMPORT,91007,,
1229787933,45,GateOut,Full,IMPORT,93061,,
513211578,20,GateOut,Full,IMPORT,90240,,
1317329658,40,GateOut,Full,IMPORT,90842,,
-626069694,40,GateOut,Full,IMPORT,90240,,
-1800815108,40,GateOut,Full,IMPORT,92377,,
1270744667,40,GateOut,Full,IMPORT,91110,,
-721220733,20,GateOut,Full,IMPORT,91749,,
-3893778,40,GateOut,Full,IMPORT,92359,,
1005841132,20,GateOut,Full,IMPORT,91203,,
-1817643671,40,GateOut,Full,IMPORT,90212,,
1487986979,40,GateOut,Full,IMPORT,90049,,
-662450836,40,GateOut,Full,IMPORT,90057,,
-1874134228,45,GateOut,Full,IMPORT,90022,,
514740430,40,GateOut,Full,IMPORT,92809,,
1325309172,40,GateOut,Full,IMPORT,91607,,
644497839,40,GateOut,Full,IMPORT,92385,,
128317198,45,GateOut,Full,IMPORT,92857,,
-1931750463,40,GateOut,Full,IMPORT,91188,,
-404395945,40,GateOut,Full,IMPORT,92203,,
834666139,40,GateOut,Full,IMPORT,90833,,
619465071,20,GateOut,Full,IMPORT,90067,,
-1555795114,40,GateOut,Full,IMPORT,90278,,
1980378931,40,GateOut,Full,IMPORT,92385,,
-1343877420,40,GateOut,Full,IMPORT,92887,,
94182594,20,GateOut,Full,IMPORT,91766,,
-505188897,40,GateOut,Full,IMPORT,92871,,
1419269597,40,GateOut,Full,IMPORT,91367,,
233469696,20,GateOut,Full,IMPORT,92369,,
1725723319,20,GateOut,Full,IMPORT,92870,,
1301032943,40,GateOut,Full,IMPORT,92315,,
-645303699,40,GateOut,Full,IMPORT,90267,,
-533676842,40,GateOut,Full,IMPORT,91771,,
1595359987,40,GateOut,Full,IMPORT,92531,,
-1208239375,40,GateOut,Full,IMPORT,91416,,
-1203214306,40,GateOut,Full,IMPORT,92602,,
-891798293,40,GateOut,Full,IMPORT,90702,,
-975208796,40,GateOut,Full,IMPORT,90723,,
435606650,40,GateOut,Full,IMPORT,91123,,
-1398603486,40,GateOut,Full,IMPORT,90290,,
-596555217,40,GateOut,Full,IMPORT,91399,,
-1042098995,20,GateOut,Full,IMPORT,91351,,
-515520661,20,GateOut,Full,IMPORT,92583,,
-755066338,40,GateOut,Full,IMPORT,92427,,
519863388,40,GateOut,Full,IMPORT,92809,,
-1473660096,40,GateOut,Full,IMPORT,90406,,
-1065963462,40,GateOut,Full,IMPORT,90027,,
-483430913,40,GateOut,Full,IMPORT,93551,,
1232754983,40,GateOut,Full,IMPORT,90639,,
-567908645,40,GateOut,Full,IMPORT,92375,,
796033516,20,GateOut,Full,IMPORT,91357,,
1369410900,40,GateOut,Full,IMPORT,92867,,
-1032190367,20,GateOut,Full,IMPORT,92407,,
1097393921,40,GateOut,Full,IMPORT,91191,,
-617208577,40,GateOut,Full,IMPORT,91775,,
-1634857379,45,GateOut,Full,IMPORT,92292,,
-1763847496,40,GateOut,Full,IMPORT,90716,,
2046324586,40,GateOut,Full,IMPORT,91752,,
1443620977,45,GateOut,Full,IMPORT,92834,,
1894126998,20,GateOut,Full,IMPORT,91358,,
-624260671,40,GateOut,Full,IMPORT,91025,,
-1378488173,45,GateOut,Full,IMPORT,91222,,
1065577913,40,GateOut,Full,IMPORT,91504,,
-1700344314,40,GateOut,Full,IMPORT,91301,,
-552744849,40,GateOut,Full,IMPORT,90810,,
707569259,40,GateOut,Full,IMPORT,91324,,
1022987638,40,GateOut,Full,IMPORT,90510,,
826109637,40,GateOut,Full,IMPORT,90748,,
1819891161,40,GateOut,Full,IMPORT,91601,,
1579409442,40,GateOut,Full,IMPORT,92623,,
-315116590,40,GateOut,Full,IMPORT,92263,,
-891748012,40,GateOut,Full,IMPORT,91043,,
2050944792,40,GateOut,Full,IMPORT,91353,,
1312094587,40,GateOut,Full,IMPORT,92658,,
1789406896,40,GateOut,Full,IMPORT,92840,,
197715400,40,GateOut,Full,IMPORT,90842,,
297815257,40,GateOut,Full,IMPORT,90832,,
-59582118,40,GateOut,Full,IMPORT,92522,,
-1934923494,20,GateOut,Full,IMPORT,92612,,
-1546087429,40,GateOut,Full,IMPORT,90223,,
-848605864,20,GateOut,Full,IMPORT,90089,,
-1897449318,20,GateOut,Full,IMPORT,91330,,
-948387835,40,GateOut,Full,IMPORT,91305,,
-1089587161,40,GateOut,Full,IMPORT,91309,,
-1756215540,40,GateOut,Full,IMPORT,90640,,
1781599411,40,GateOut,Full,IMPORT,90041,,
1956947516,40,GateOut,Full,IMPORT,90659,,
415337073,40,GateOut,Full,IMPORT,92522,,
-2051179322,40,GateOut,Full,IMPORT,92264,,
-1170259857,40,GateOut,Full,IMPORT,92629,,
-796348984,20,GateOut,Full,IMPORT,92674,,
-1128762130,40,GateOut,Full,IMPORT,91711,,
938732416,40,GateOut,Full,IMPORT,90261,,
1432685504,20,GateOut,Full,IMPORT,91395,,
601037634,40,GateOut,Full,IMPORT,91340,,
1207965150,40,GateOut,Full,IMPORT,93060,,
771632085,40,GateOut,Full,IMPORT,90012,,
-1304327032,40,GateOut,Full,IMPORT,92334,,
1880093402,40,GateOut,Full,IMPORT,92623,,
-840569491,40,GateOut,Full,IMPORT,91799,,
-852506401,40,GateOut,Full,IMPORT,92334,,
1145069777,40,GateOut,Full,IMPORT,92833,,
-1747374072,40,GateOut,Full,IMPORT,92358,,
-1738580408,45,GateOut,Full,IMPORT,93550,,
1130811479,40,GateOut,Full,IMPORT,91222,,
-1788242631,40,GateOut,Full,IMPORT,92863,,
-413493328,40,GateOut,Full,IMPORT,90027,,
-194032967,40,GateOut,Full,IMPORT,92236,,
-1679438175,20,GateOut,Full,IMPORT,91030,,
1374600980,40,GateOut,Full,IMPORT,91730,,
1685958590,20,GateOut,Full,IMPORT,91729,,
-227002575,40,GateOut,Full,IMPORT,92556,,
446697034,40,GateOut,Full,IMPORT,90802,,
-1531418982,40,GateOut,Full,IMPORT,92369,,
1647137201,40,GateOut,Full,IMPORT,92725,,
-481099080,40,GateOut,Full,IMPORT,91793,,
-925452682,40,GateOut,Full,IMPORT,91335,,
-1129939070,45,GateOut,Full,IMPORT,91330,,
-386051047,45,GateOut,Full,IMPORT,90027,,
1384793832,40,GateOut,Full,IMPORT,92331,,
-2029867374,20,GateOut,Full,IMPORT,91311,,
2065763404,20,GateOut,Full,IMPORT,92318,,
748043609,40,GateOut,Full,IMPORT,93094,,
-1697395230,45,GateOut,Full,IMPORT,92264,,
-1521383950,40,GateOut,Full,IMPORT,92411,,
2000974656,20,GateOut,Full,IMPORT,90832,,
-1352802624,40,GateOut,Full,IMPORT,90052,,
884292209,45,GateOut,Full,IMPORT,91357,,
-1102118510,40,GateOut,Full,IMPORT,91780,,
-2107350465,40,GateOut,Full,IMPORT,91365,,
1862463938,40,GateOut,Full,IMPORT,90504,,
-432878712,20,GateOut,Full,IMPORT,90844,,
-1121991843,20,GateOut,Full,IMPORT,91308,,
-1850727327,40,GateOut,Full,IMPORT,91747,,
-1080830990,45,GateOut,Full,IMPORT,91017,,
1333273931,20,GateOut,Full,IMPORT,91762,,
313800519,45,GateOut,Full,IMPORT,92403,,
-686295401,45,GateOut,Full,IMPORT,93002,,
383899128,45,GateOut,Full,IMPORT,90066,,
-795479887,40,GateOut,Full,IMPORT,92324,,
-1606354278,40,GateOut,Full,IMPORT,92397,,
1695733184,40,GateOut,Full,IMPORT,93002,,
497797456,40,GateOut,Full,IMPORT,93001,,
-553180812,20,GateOut,Full,IMPORT,90058,,
-816098251,40,GateOut,Full,IMPORT,92607,,
-2030156045,20,GateOut,Full,IMPORT,92808,,
1824984394,45,GateOut,Full,IMPORT,92881,,
1987884341,40,GateOut,Full,IMPORT,91362,,
-1364383748,20,GateOut,Full,IMPORT,91189,,
-976375,20,GateOut,Full,IMPORT,92822,,
206406170,40,GateOut,Full,IMPORT,93011,,
60906535,40,GateOut,Full,IMPORT,92301,,
377791508,45,GateOut,Full,IMPORT,93002,,
